,Domain Name,Segmentation 1,Segmentation 2,GPT Segmentation,English? (Yes/No)
87398,79-zumospin.com,79|zumo|spin,79|zumo|spin,79|zumo|spin,No
59625,99547.com,99547,99547,99547,No
68788,elrealtypr.com,el|real|typr,el|realty|pr,el|realty|pr,No
84611,grupoberhfer.com,grupo|berhfer,grupoberhfer,grupo|berh|fer,No
79302,best-age-conference.com,best|age|conference,best|age|conference,best|age|conference,Yes
60900,family-redefined.com,family|redefined,family|redefined,family|redefined,Yes
7548,avedaadvancedacademy.com,aveda|advanced|academy,aveda|advanced|academy,aveda|advanced|academy,Yes
28200,dmff888.com,dmff888,dmff888,dmff|888,No
15609,digestivehealthpdx.com,digestive|health|pdx,digestive|health|pdx,digestive|health|pdx,Yes
48327,cattlevaccination.com,cattle|vaccination,cattle|vaccination,cattle|vaccination,Yes
26988,biddersapp.com,bidders|app,bidders|app,bidders|app,Yes
99081,frictionlessdataprotection.com,frictionless|data|protection,frictionless|data|protection,frictionless|data|protection,Yes
60406,hydrogelfilters.com,hydro|gel|filters,hydrogel|filters,hydrogel|filters,Yes
48536,hubblemimo.com,hubble|mimo,hubble|mimo,hubble|mimo,Yes
88007,epicogateway.com,epico|gate|way,epico|gateway,epico|gateway,Yes
37472,goodecoevents.com,good|eco|events,good|eco|events,good|eco|events,Yes
14058,admirednation.com,admired|nation,admired|nation,admired|nation,Yes
96912,animation-pipeline.com,animation|pipe|line,animation|pipeline,animation|pipeline,Yes
51301,avvsamantabufalini.com,avvsamanta|bufalini,avvsamantabufalini,avv|samanta|bufalini,No
52567,breast-implants-chicago.com,breast|implants|chicago,breast|implants|chicago,breast|implants|chicago,Yes
4033,barbusu.com,barbusu,bar|busu,bar|busu,Yes
53667,gingerandcarrot.com,ginger|and|carrot,ginger|and|carrot,ginger|and|carrot,Yes
89359,biolab1.com,bio|lab1,bio|lab|1,bio|lab1,Yes
60411,demrawan.com,demrawan,demra|wan,dem|rawan,No
39967,0002127.com,0002127,0002127,000|2127,No
25701,capitelcommunications.com,capitel|communications,capitel|communications,capitel|communications,Yes
6428,1591996.com,1591996,1591996,159|1996,No
6981,cure4usa.com,cure|4|usa,cure|4|usa,cure|4|usa,Yes
4892,consuladolanzarote.com,consul|adolanzarote,consulado|lanzarote,consulado|lanzarote,No
35058,clearfieldagency.com,clear|field|agency,clear|field|agency,clearfield|agency,Yes
71045,betterplacesact.com,better|places|act,better|places|act,better|places|act,Yes
28878,devpha.com,devpha,dev|pha,dev|pha,Yes
99214,greatergoodexperiences.com,greater|good|experiences,greater|good|experiences,greater|good|experiences,Yes
48058,datongjc.com,datongjc,da|tong|jc,datong|jc,Yes
62577,doubleswivelring.com,double|swivel|ring,double|swivel|ring,double|swivel|ring,Yes
728,eenode.com,eenode,ee|node,ee|node,Yes
40996,andreasleo.com,andreas|leo,andreas|leo,andreas|leo,Yes
83534,blandingsbatterier.com,blandings|batterier,blandings|batterier,blandings|batterier,Yes
15300,800newhire.com,800|new|hire,800|new|hire,800|new|hire,Yes
35526,jhenaidah0204.com,jhena|idah0204,jhenaidah0204,jhenaidah|0204,No
70076,gravityfitness.com,gravity|fitness,gravity|fitness,gravity|fitness,Yes
62822,boyu5405.com,boyu5405,boyu5405,boyu|5405,No
58169,applepiproductions.com,apple|pi|productions,apple|pi|productions,apple|pi|productions,Yes
19678,eleusistradeco.com,eleusistra|deco,eleusis|trade|co,eleusis|trade|co,Yes
64055,jnxwyxx.com,jnxwyxx,jnxwyxx,jnx|wyxx,No
24990,jandjadventures.com,j|and|j|adventures,jandja|dventures,j|and|j|adventures,Yes
64364,ecolotees.com,eco|lot|ees,eco|lotees,eco|lo|tees,Yes
92552,ezrobotsentertainment.com,ezro|bots|entertainment,ez|robots|entertainment,ez|robots|entertainment,Yes
28114,deepfeedstudio.com,deep|feed|studio,deep|feed|studio,deep|feed|studio,Yes
22311,deziign9.com,deziign|9,deziign|9,deziign|9,Yes
75666,f2fvision.com,f2f|vision,f2f|vision,f2f|vision,Yes
48939,babyzippers.com,baby|zippers,baby|zippers,baby|zippers,Yes
28546,anandgdevaiah.com,anand|g|devaiah,anand|g|devaiah,anand|gdevaiah,Yes
21528,carriazetech.com,carria|zetech,carriaze|tech,carriaze|tech,Yes
99618,belizetravelreviews.com,belize|travel|reviews,belize|travel|reviews,belize|travel|reviews,Yes
9391,1wbqtl.com,1wbqtl,1wbqtl,1wb|qtl,No
46049,89gaomm.com,89gaomm,89gaomm,89|gaomm,No
533,heiluotuo.com,hei|luo|tuo,heiluotuo,heiluo|tuo,No
53236,huashenhj.com,hua|shen|hj,huashenhj,huashen|hj,No
64836,cloudsimera.com,clouds|imera,cloud|simera,cloud|simera,Yes
48558,6454444.com,6454444,6454444,645|4444,No
54835,austrian-ice-racers.com,austrian|ice|racers,austrian|ice|racers,austrian|ice|racers,Yes
18930,engagemicro.com,engage|micro,engage|micro,engage|micro,Yes
38518,coloridilana.com,color|idilana,colori|dilana,colori|di|lana,No
75515,investment-bible.com,investment|bible,investment|bible,investment|bible,Yes
96728,dentoncountydivorcenow.com,denton|county|divorce|now,denton|county|divorce|now,denton|county|divorce|now,Yes
32870,ibuynj.com,i|buy|nj,i|buy|nj,i|buy|nj,Yes
40415,famouscomfortcenter.com,famous|comfort|center,famous|comfort|center,famous|comfort|center,Yes
64778,aandbrecycling.com,a|and|b|recycling,a|and|b|recycling,a|and|b|recycling,Yes
40846,freexsl.com,free|xsl,free|xsl,free|xsl,Yes
4433,atlantafosterpuppies.com,atlanta|foster|puppies,atlanta|foster|puppies,atlanta|foster|puppies,Yes
93040,520196.com,520196,520196,520|196,No
12582,4n0emii5d682tl3avrl0tcjbgqe2o606.com,4n0emii5d682tl3avrl0tcjbgqe2o606,4n0emii5d682tl3avrl0tcjbgqe2o606,4n0|emii|5d|682|tl|3a|vrl|0tc|jb|gqe|2o|606,No
47089,brilolifestyles.com,brilo|life|styles,brilo|lifestyles,brilo|lifestyles,Yes
17400,90553669480.com,90553669480,90553669480,905|536|694|80,No
66113,deqianjiaoyu.com,de|qian|jiaoyu,deqian|jiaoyu,de|qian|jiaoyu,No
1860,amazonglobalpayments.com,amazon|global|payments,amazon|global|payments,amazon|global|payments,Yes
19227,bjwume.com,bjwume,bjwume,bj|wume,No
99884,betterfood-dortmund.com,better|food|dortmund,better|food|dortmund,better|food|dortmund,Yes
59609,chaswilsonoffers.com,chas|wilson|offers,chas|wilson|offers,chas|wilson|offers,Yes
79008,je-ne-suis-pas-un-numero.com,je|ne|suis|pas|un|numero,je|ne|suis|pas|un|numero,je|ne|suis|pas|un|numero,No
38884,afrastheticsforyourworld.com,afrasthetics|for|your|world,afr|asthetics|for|your|world,afras|thetics|for|your|world,Yes
57888,ce4062.com,ce4062,ce4062,ce|4062,No
32684,are-nordic.com,are|nordic,are|nordic,are|nordic,Yes
49949,ad-555.com,ad|555,ad|555,ad|555,No
40330,jaiohare.com,jai|ohare,jaio|hare,jai|ohare,Yes
39177,hargrovepressurewashing.com,hargrove|pressure|washing,hargrove|pressure|washing,hargrove|pressure|washing,Yes
94025,architectsoutlets.com,architects|outlets,architects|outlets,architects|outlets,Yes
57462,futurustelemed.com,futurus|telemed,futurus|telemed,futuro|telemed,Yes
65815,cryptonewsmania.com,crypto|news|mania,crypto|news|mania,crypto|news|mania,Yes
80487,cbasphaltut.com,cb|asphalt|ut,cb|asphalt|ut,cb|asphalt|ut,Yes
81674,civicdancecenter.com,civic|dance|center,civic|dance|center,civic|dance|center,Yes
62004,adiumgames.com,adium|games,adium|games,adium|games,Yes
74497,devotionalgallery.com,devotional|gallery,devotional|gallery,devotional|gallery,Yes
73844,e-clipsmedia.com,e|clips|media,eclips|media,e|clips|media,Yes
61375,coolandclever.com,cool|and|clever,cool|and|clever,cool|and|clever,Yes
61035,impactaccounting.com,impact|accounting,impact|accounting,impact|accounting,Yes
99807,extracareuae.com,extra|care|uae,extra|care|uae,extra|care|uae,Yes
84542,halfloween.com,half|loween,halfloween,half|loween,Yes
33975,crmnf.com,crmnf,crmnf,cr|mnf,No
90695,joyousapparel.com,joyous|apparel,joyous|apparel,joyous|apparel,Yes
24734,aissemblyline.com,aissembly|line,aissembly|line,a|issembly|line,Yes
56958,antensatellite.com,anten|satellite,anten|satellite,anten|satellite,Yes
47024,argentinamundo.com,argentina|mundo,argentina|mundo,argentina|mundo,No
67256,drmariorecalde.com,dr|mario|recalde,dr|mario|recalde,dr|mario|recalde,Yes
92360,jundoss.com,jun|doss,jundoss,jun|doss,No
34634,1strevelationtattoo.com,1st|revelation|tattoo,1st|revelation|tattoo,1st|revelation|tattoo,Yes
18832,idnet-nl.com,idnet|nl,id|net|nl,id|net|nl,Yes
44574,bbet9119.com,bbet9119,b|bet|9119,bbet|9119,No
13984,doorswestinc.com,doors|west|inc,doors|west|inc,doors|west|inc,Yes
58856,effersol.com,effersol,effersol,effers|ol,No
67365,hiremelouis.com,hire|me|louis,hire|me|louis,hire|me|louis,Yes
64090,geldtraum.com,geldtraum,geld|traum,geld|traum,No
51676,eshuapparel.com,eshu|apparel,eshu|apparel,eshu|apparel,Yes
73855,codeventurist.com,code|venturist,code|venturist,code|venturist,Yes
32052,gofair-co.com,go|fair|co,go|fair|co,go|fair|co,Yes
39569,acedigital360.com,ace|digital|360,ace|digital|360,ace|digital|360,Yes
17299,avconamerica.com,av|con|america,avcon|america,avcon|america,Yes
16712,aristoncrafts.com,ariston|crafts,ariston|crafts,ariston|crafts,Yes
11095,digital-customer-communication-group.com,digital|customer|communication|group,digital|customer|communication|group,digital|customer|communication|group,Yes
70118,asantesolar.com,asante|solar,asante|solar,asante|solar,Yes
80551,h810cjgm38o8a902phtcnr0enli6ug6g.com,h810cjgm38o8a902phtcnr0enli6ug6g,h810cjgm38o8a902phtcnr0enli6ug6g,h810|cjg|m38|o8|a902|pht|cnr|0|enli|6|ug|6g,No
78956,accountantadvicescheme.com,accountant|advice|scheme,accountant|advice|scheme,accountant|advice|scheme,Yes
76977,gc-collection.com,gc|collection,gc|collection,gc|collection,Yes
98109,generationruin.com,generation|ruin,generation|ruin,generation|ruin,Yes
71841,108underwear.com,108|under|wear,108|underwear,108|underwear,Yes
56449,jmsfutureenterprises.com,jms|future|enterprises,jms|future|enterprises,jms|future|enterprises,Yes
23125,argodia.com,argodia,argodia,argo|dia,No
18064,hhhht.com,hhhht,hhhht,hhhht,No
32183,d8ified.com,d8ified,d8ified,d8|ified,Yes
72398,52jojo.com,52|jojo,52|jojo,52|jojo,Yes
14403,ahcgjs.com,ahcgjs,ahcgjs,ahc|gjs,No
50062,comprarcocheenibiza.com,comprar|cocheen|ibiza,comprar|coche|en|ibiza,comprar|coche|en|ibiza,No
21359,electricunicorn.com,electric|unicorn,electric|unicorn,electric|unicorn,Yes
93509,annamanger.com,anna|manger,anna|manger,anna|manger,Yes
74682,gbmglobalresources.com,gbm|global|resources,gbm|global|resources,gbm|global|resources,Yes
93927,amys-pfotenfreunde.com,amys|pfotenfreunde,amys|pfoten|freunde,amys|pfoten|freunde,No
8181,dappermindy.com,dapper|mindy,dapper|mindy,dapper|mindy,Yes
57038,angelromero510.com,angel|romero|510,angel|romero|510,angel|romero|510,Yes
44803,ageetvie.com,ageet|vie,age|et|vie,age|et|vie,No
72618,boileri-caravan.com,boileri|caravan,boileri|caravan,boileri|caravan,Yes
2630,bullishinsights.com,bullish|insights,bullish|insights,bullish|insights,Yes
23163,babyschuhregal.com,baby|schuh|regal,baby|schuh|regal,baby|schuh|regal,Yes
11138,aqualife-indonesia.com,aqua|life|indonesia,aqua|life|indonesia,aqua|life|indonesia,Yes
15502,gurrucid.com,gurrucid,gurrucid,gurru|cid,No
93296,hiya-agency.com,hiya|agency,hiya|agency,hiya|agency,Yes
40543,invisionsolutnspro.com,invision|solutns|pro,invision|solutns|pro,invision|solutns|pro,Yes
96284,cortesadv.com,cortes|adv,cortes|adv,cortes|adv,No
66481,changjiangmaritime.com,chang|jiang|maritime,chang|jiang|maritime,chang|jiang|maritime,Yes
54011,dragonriders1178.com,dragon|riders|1178,dragon|riders|1178,dragon|riders|1178,Yes
82767,anxinpatio.com,anxin|patio,anxin|patio,anxin|patio,Yes
38842,commrefrigconslaz.com,commrefrigconslaz,comm|refrig|conslaz,comm|refrig|conslaz,No
43335,abcdeforex.com,abcde|forex,abcdef|orex,abc|de|forex,No
4659,jrlitaly.com,jrl|italy,jrl|italy,jrl|italy,Yes
62438,careersatlevin.com,careers|at|levin,careers|at|levin,careers|at|levin,Yes
86688,inspectisgroup.com,inspect|is|group,inspectis|group,inspect|is|group,Yes
92570,bolgati.com,bolgati,bolgati,bol|gati,No
42214,brosephstreet.com,broseph|street,broseph|street,broseph|street,Yes
85973,atlantis2global.com,atlantis|2|global,atlantis|2|global,atlantis|2|global,Yes
66108,iveco-edri.com,iveco|edri,iveco|edri,iveco|edri,No
67944,5b3sb4jdg1gc82e7o9b3h6ettgmvenag.com,5b3sb4jdg1gc82e7o9b3h6ettgmvenag,5b3sb4jdg1gc82e7o9b3h6ettgmvenag,5b3s|b4jd|g1g|c82|e7o|9b3|h6|et|tg|mvenag,No
99880,arizonasba.com,arizona|sba,arizona|sba,arizona|sba,Yes
36592,bjmcmanagement.com,bjmc|management,bjmc|management,bjmc|management,Yes
90640,ds1209.com,ds1209,ds1209,ds|1209,No
54336,chippascommunications.com,chippas|communications,chippas|communications,chippas|communications,Yes
73069,fesunat.com,fesunat,fesunat,fes|unat,No
57031,coolpace.com,cool|pace,cool|pace,cool|pace,Yes
16190,ada-manufacturing.com,ada|manufacturing,ada|manufacturing,ada|manufacturing,Yes
21237,aayandas.com,aayandas,aayandas,aayandas,No
51936,22v12.com,22v12,22v12,22v|12,No
77501,algorcards.com,algor|cards,algor|cards,algor|cards,Yes
40889,fororutas.com,for|orutas,fororutas,foro|rutas,No
70140,goolize.com,goolize,goolize,goo|lize,Yes
86952,hharoyaljellypaper.com,hha|royal|jelly|paper,hha|royal|jelly|paper,hha|royal|jelly|paper,Yes
62643,cybersaif.com,cyber|saif,cyber|saif,cyber|saif,Yes
41471,islamiclawyers.com,islamic|lawyers,islamic|lawyers,islamic|lawyers,Yes
31492,healthyvegandishes.com,healthy|vegan|dishes,healthy|vegan|dishes,healthy|vegan|dishes,Yes
84048,eclipsealgo.com,eclipse|algo,eclipse|algo,eclipse|algo,Yes
36890,bitcointom.com,bitcoin|tom,bitcoin|tom,bitcoin|tom,Yes
75647,60c9ji7moibj1c4mgg7uv5pegjb5g59d.com,60c9ji7moibj1c4mgg7uv5pegjb5g59d,60c9ji7moibj1c4mgg7uv5pegjb5g59d,60c9|ji7|mo|ib|j1|c4m|gg|7u|v5p|eg|jb5|g|59d,No
89243,itborna.com,itborna,it|borna,it|borna,Yes
89293,3msitepaving.com,3m|site|paving,3m|site|paving,3m|site|paving,Yes
42130,igiveacrop.com,i|give|a|crop,i|give|a|crop,i|give|a|crop,Yes
14457,bussocg.com,bussocg,bussocg,bus|socg,No
97809,gamblezine.com,gamble|zine,gamble|zine,gamble|zine,Yes
14522,jara2000.com,jara|2000,jara2000,jara|2000,No
96756,devinnunesyoutube.com,devin|nunes|youtube,devinnunes|youtube,devin|nunes|youtube,Yes
26014,beratcitytours.com,berat|city|tours,berat|city|tours,berat|city|tours,Yes
71929,greatinvestmentsggh.com,great|investments|ggh,great|investments|ggh,great|investments|ggh,Yes
99874,annoyingbrother.com,annoying|brother,annoying|brother,annoying|brother,Yes
43411,ingvildbertelsen.com,ingvild|bertelsen,ingvild|bertelsen,ingvild|bertelsen,No
62864,guitarg1rl.com,guitar|g1rl,guitar|g1rl,guitar|g1rl,Yes
46218,farrah-shuang.com,farrah|shuang,farrah|shuang,farrah|shuang,No
83881,gsoop.com,gsoop,gsoop,g|soop,No
72367,glenmaryfarms.com,glen|mary|farms,glenmary|farms,glen|mary|farms,Yes
54141,byganz.com,byganz,by|ganz,by|ganz,Yes
61721,adglitcher.com,ad|glitcher,ad|glitcher,ad|glitcher,Yes
40667,1tmfni.com,1tmfni,1tmfni,1|tmfni,No
77072,discoveranatolia.com,discover|anatolia,discover|anatolia,discover|anatolia,Yes
91168,jaca-mall.com,jaca|mall,jaca|mall,jaca|mall,Yes
38706,full-powers.com,full|powers,full|powers,full|powers,Yes
86331,alfforceone.com,alf|force|one,alf|force|one,alf|force|one,Yes
15493,dcwolford.com,dc|wolford,dc|wolford,dc|wolford,Yes
96346,bluewavewrestling.com,blue|wave|wrestling,blue|wave|wrestling,blue|wave|wrestling,Yes
90756,bewealthyagent.com,be|wealthy|agent,be|wealthy|agent,be|wealthy|agent,Yes
1741,coldnosesports.com,cold|nose|sports,cold|nose|sports,cold|nose|sports,Yes
93951,earnalivingplayingmusic.com,earn|a|living|playing|music,earn|a|living|playing|music,earn|a|living|playing|music,Yes
1287,amumba.com,amumba,amumba,amumba,No
55544,cvpriceinvestments.com,cv|price|investments,cv|price|investments,cv|price|investments,Yes
15962,f-hu.com,f|hu,f|hu,f|hu,No
28339,hg-24.com,hg|24,hg|24,hg|24,No
91343,cartagospel.com,carta|gospel,carta|gospel,carta|gospel,Yes
30850,acvcam.com,acv|cam,acv|cam,acv|cam,Yes
37669,dashesy.com,dash|esy,dashesy,dash|esy,Yes
63483,crystals-australia.com,crystals|australia,crystals|australia,crystals|australia,Yes
32020,jengondelmannp.com,jen|gondelmann|p,jen|gondelmann|p,jeng|ondel|mannp,Yes
43130,bestiaryanthropocene.com,bestiary|anthropocene,bestiary|anthropocene,bestiary|anthropocene,Yes
8461,apx-crystal.com,apx|crystal,apx|crystal,apx|crystal,Yes
95914,juliagrandeart.com,julia|grandeart,julia|grande|art,julia|grande|art,Yes
34886,cheriewaters.com,cherie|waters,cherie|waters,cherie|waters,Yes
19231,coghillmedia.com,cog|hill|media,coghill|media,cog|hill|media,Yes
95156,5n384tse5bas1pa27nbvdjaf3o2scpuu.com,5n384tse5bas1pa27nbvdjaf3o2scpuu,5n384tse5bas1pa27nbvdjaf3o2scpuu,5n|384|tse|5|bas|1pa|27n|bvd|jaf|3o|2s|cpuu,No
81999,gabrielcesana.com,gabriel|cesana,gabriel|cesana,gabriel|cesana,Yes
33420,centerwithyoga.com,center|with|yoga,center|with|yoga,center|with|yoga,Yes
29622,airforcepopularstore.com,air|force|popular|store,air|force|popular|store,air|force|popular|store,Yes
21842,autosdeportivosdelujo.com,autos|deportivos|delujo,autos|deportivos|de|lujo,autos|de|portivos|del|ujo,No
38670,joaquimantonioemidio.com,joaquim|antonio|emidio,joaquim|antonio|emidio,joaquim|antonio|emidio,Yes
2789,ciaramashea.com,ciara|mashea,ciara|mashea,ciara|mashea,Yes
99111,clairecarrington.com,claire|carrington,claire|carrington,claire|carrington,Yes
21501,cdabluesfestival.com,cda|blues|festival,cda|blues|festival,cda|blues|festival,Yes
35922,astrologerparmeshwar.com,astrologer|parmesh|war,astrologer|parmeshwar,astrologer|parmeshwar,Yes
23252,embosofficial.com,embos|official,embos|official,embos|official,Yes
7136,gfoj.com,gfoj,gfoj,g|foj,No
33918,hr-measure.com,hr|measure,hr|measure,hr|measure,Yes
29439,1266slots19.com,1266|slots|19,1266|slots|19,1266|slots|19,Yes
33814,insectdistrict.com,insect|district,insect|district,insect|district,Yes
83051,eos3dprinting.com,eos|3d|printing,eos|3d|printing,eos|3d|printing,Yes
30709,feednews.com,feed|news,feed|news,feed|news,Yes
75685,guetertransporte.com,gueter|transporte,gueter|transporte,gueter|transporte,No
22903,beinvestorconference2023.com,be|investor|conference|2023,be|investor|conference|2023,be|investor|conference|2023,Yes
62778,evrendigital.com,evren|digital,evren|digital,evren|digital,Yes
71234,desirv.com,desirv,desirv,desir|v,No
9517,jomalcolm.com,jo|malcolm,jo|malcolm,jo|malcolm,Yes
21736,humantransitions.com,human|transitions,human|transitions,human|transitions,Yes
63834,3lsearchpartners.com,3l|search|partners,3l|search|partners,3l|search|partners,Yes
26009,400hurtz.com,400|hurtz,400|hurtz,400|hurtz,Yes
7804,hammer-ausbildung.com,hammer|ausbildung,hammer|ausbildung,hammer|ausbildung,No
83635,aspectcontent.com,aspect|content,aspect|content,aspect|content,Yes
87165,join-vrf.com,join|vrf,join|vrf,join|vrf,Yes
70445,carsmiami-rents.com,cars|miami|rents,carsmiami|rents,cars|miami|rents,Yes
9201,1eyecrew.com,1|eye|crew,1|eye|crew,1|eye|crew,Yes
68143,boislaurentien.com,bois|laurent|ien,bois|laurentien,bois|laurentien,Yes
87083,betteronlinebureau.com,better|online|bureau,better|online|bureau,better|online|bureau,Yes
51577,areacode-jp.com,area|code|jp,areacode|jp,area|code|jp,Yes
87806,fairydare.com,fairy|dare,fairy|dare,fairy|dare,Yes
25687,jesusanddemocracy.com,jesus|and|democracy,jesus|and|democracy,jesus|and|democracy,Yes
50998,jcamerican.com,jc|american,jc|american,jc|american,Yes
47092,17672222.com,17672222,17672222,1767|2222,No
24537,dinfremtid.com,dinfremtid,din|fremtid,din|fremtid,No
78945,baseball-store.com,base|ball|store,baseball|store,baseball|store,Yes
89918,ardellstonedance.com,ardell|stone|dance,ardell|stone|dance,ardell|stone|dance,Yes
73738,3esqjy.com,3esqjy,3esqjy,3|esqjy,No
9126,igepa-deutschland.com,igepa|deutschland,igepa|deutschland,igepa|deutschland,No
6661,29lingfieldroad.com,29ling|field|road,29ling|field|road,29|ling|field|road,Yes
66844,interchives.com,inter|chives,inter|chives,inter|chives,Yes
68446,jesuisbeau.com,jesuis|beau,jesu|is|beau,je|suis|beau,Yes
78636,american-stranger.com,american|stranger,american|stranger,american|stranger,Yes
73586,deltagentactiva.com,delta|gent|activa,delta|gent|activa,delta|gent|activa,Yes
57021,arhausloft.com,arhaus|loft,arhaus|loft,arhaus|loft,Yes
81282,citrixbenefits.com,citrix|benefits,citrix|benefits,citrix|benefits,Yes
56999,bodybuildingexpo.com,body|building|expo,body|building|expo,body|building|expo,Yes
78191,drgruenwald.com,dr|gruenwald,dr|gruenwald,dr|gruenwald,Yes
47605,alpinewhitegoldenretrievers.com,alpine|white|golden|retrievers,alpine|white|golden|retrievers,alpine|white|golden|retrievers,Yes
8157,cosslong.com,cosslong,coss|long,coss|long,Yes
20321,daphnepaulsen.com,daphne|paulsen,daphne|paulsen,daphne|paulsen,Yes
12049,gragnanofood.com,grag|nano|food,gragnano|food,gragnano|food,Yes
30505,crustcritic.com,crust|critic,crust|critic,crust|critic,Yes
70565,bancoitauconsignadossa.com,ban|coitau|con|signa|dossa,banco|itau|consignados|sa,banco|itau|consignados|sa,No
9876,effalldebt.com,effall|debt,eff|all|debt,eff|all|debt,Yes
94329,isogsyf.com,isogsyf,isogsyf,iso|gsyf,No
78831,carlomanca.com,carlo|manca,carlo|manca,carlo|manca,Yes
90412,blysseon.com,blysseon,blysseon,blysse|on,No
82115,fivediamondsedanservice.com,five|diamond|sedan|service,five|diamonds|edan|service,five|diamond|sedan|service,Yes
8170,5wuma.com,5wuma,5w|uma,5|wuma,No
83525,ibsbelladc.com,ibs|bell|adc,ibs|bella|dc,ibs|bella|dc,Yes
20635,jdandcogroup.com,jd|and|co|group,jd|and|co|group,jd|and|co|group,Yes
56794,headwaterinfo.com,head|water|info,headwater|info,head|water|info,Yes
66989,goldengolfinsiders.com,golden|golf|insiders,golden|golf|insiders,golden|golf|insiders,Yes
15541,costacorner.com,costa|corner,costa|corner,costa|corner,Yes
58374,getfitcanada.com,get|fit|canada,get|fit|canada,get|fit|canada,Yes
91505,bellounette.com,bell|ounette,bello|unette,bello|unette,No
99839,apparelnfts.com,apparel|nfts,apparel|nfts,apparel|nfts,Yes
27029,affordable-automotive.com,affordable|automotive,affordable|automotive,affordable|automotive,Yes
61639,drjeffreymair.com,dr|jeffrey|mair,dr|jeffrey|mair,dr|jeffrey|mair,Yes
22334,092711.com,092711,092711,092|711,No
35611,dutchfurn.com,dutch|furn,dutch|furn,dutch|furn,Yes
43991,bitcoinbogan.com,bitcoin|bogan,bitcoin|bogan,bitcoin|bogan,Yes
37913,bectors.com,bectors,bectors,bectors,Yes
33110,freshnaturaljuice.com,fresh|natural|juice,fresh|natural|juice,fresh|natural|juice,Yes
18952,allmetsafetytools.com,allmet|safety|tools,all|met|safety|tools,all|met|safety|tools,Yes
78468,hgodfrey.com,h|godfrey,h|godfrey,h|godfrey,Yes
13868,didaoxian.com,didao|xian,didaoxian,didao|xian,No
42324,expressdel.com,express|del,express|del,express|del,Yes
31890,aviationadvisorsgroup.com,aviation|advisors|group,aviation|advisors|group,aviation|advisors|group,Yes
91098,atsbuilding.com,ats|building,ats|building,ats|building,Yes
40153,aitiyu307.com,aitiyu307,aitiyu307,aiti|yu|307,No
8627,hermanntamayo.com,hermann|tamayo,hermann|tamayo,hermann|tamayo,Yes
38463,almostaghfirmobile.com,almost|aghfir|mobile,almost|agh|firm|obile,almost|agh|firm|mobile,Yes
73208,christopherlozada.com,christopher|lozada,christopher|lozada,christopher|lozada,Yes
6238,aida-reisen.com,aida|reisen,aida|reisen,aida|reisen,Yes
77336,j9ummd41b094j0f50s9f3b52ub8uuqah.com,j9ummd41b094j0f50s9f3b52ub8uuqah,j9ummd41b094j0f50s9f3b52ub8uuqah,j9|umm|d41|b094|j0f|50s|9f3|b52|ub|8|uu|qah,No
48881,5gwarfareblog.com,5g|warfare|blog,5g|warfare|blog,5g|warfare|blog,Yes
88618,caveauprofumeriaartistica.com,caveau|profumeria|artistica,caveau|profumeria|artistica,caveau|profumeria|artistica,No
49697,comfyfluffy.com,comfy|fluffy,comfy|fluffy,comfy|fluffy,Yes
65882,amazonbioeco.com,amazon|bio|eco,amazon|bio|eco,amazon|bio|eco,Yes
9986,ibonetxebeste.com,ibonetxebeste,ibone|txebeste,ibone|txebeste,No
45084,imgsurvivalguide.com,img|survival|guide,img|survival|guide,img|survival|guide,Yes
92245,coffee-meow-meow.com,coffee|meow|meow,coffee|meow|meow,coffee|meow|meow,Yes
11125,71787668.com,71787668,71787668,717|87668,No
28672,getecosystem.com,get|eco|system,get|ecosystem,get|ecosystem,Yes
93360,36463456867.com,36463456867,36463456867,3646|3456|867,No
68012,elfogonmexicanbargrill.com,el|fogon|mexican|bar|grill,el|fogon|mexican|bar|grill,el|fogon|mexican|bar|grill,Yes
43293,iaqitpy.com,iaqitpy,iaqitpy,iaq|it|py,No
5506,danielepillittu.com,daniel|e|pillittu,daniele|pillittu,daniele|pillittu,Yes
56164,huangdun.com,huang|dun,huang|dun,huang|dun,Yes
248,fnnow.com,fnnow,fn|now,fn|now,Yes
51683,faidth.com,faidth,faidth,fa|idth,No
6540,dns2.afone-telecom.com,dns2|afone|telecom,dns2|afone|telecom,dns2|afone|telecom,Yes
95889,fipronex.com,fipronex,fipronex,fipronex,Yes
9705,bonsaiandblooms.com,bonsai|and|blooms,bonsai|and|blooms,bonsai|and|blooms,Yes
60531,hugorhill.com,hug|or|hill,hugo|r|hill,hugor|hill,Yes
4454,aiamaine.com,aiamaine,aia|maine,aia|maine,Yes
56965,augustineyates.com,augustine|yates,augustine|yates,augustine|yates,Yes
26572,airconditionerslahabra.com,air|conditioners|lahabra,air|conditioners|la|habra,air|conditioners|la|habra,Yes
29073,blestconsulting.com,blest|consulting,blest|consulting,blest|consulting,Yes
7435,digitalresets.com,digital|resets,digital|resets,digital|resets,Yes
66151,indilisa.com,indilisa,indi|lisa,indilisa,Yes
29452,gomattergen.com,go|matter|gen,go|matter|gen,go|matter|gen,Yes
4937,76vblajet6f2ddnea219qsih3gvnup7g.com,76vblajet6f2ddnea219qsih3gvnup7g,76vblajet6f2ddnea219qsih3gvnup7g,76v|bla|jet|6f2|dd|nea|219|qsih|3g|vn|up|7g,No
65995,bacbtu.com,bacbtu,bac|btu,bac|btu,Yes
